2B,3B,AB,BBA,BB,BPF,CG,CS,Color B,Color G,Color R,DP,Div Win,ERA,ER,E,FP,Franchise ID,G,Ghome,HA,HBP,HRA,HR,H,I Pouts,L,Lg Win,Number of Records,PPF,RA,R,Rank,SB,SF,SHO,SOA,SO,SV,WC Win,WS Win,W,Attendance,Div ID,Franch ID,Lg ID,Name,Park,Team IDBR,Team ID,teamIDlahman45,Team I Dretro,Year ID
239,31,5494,478,474,96,21,71,42,73,214,124,N,3.41,558,138,0.978,HOU,162,81,1339,,123,96,1338,4422,80,N,1,96,631,617,5,198,,15,1049,840,40,,N,82,1933505,W,HOU,NL,Houston Astros,Astrodome,HOU,HOU,HOU,HOU,1988
275,40,5469,465,486,101,29,54,116,44,0,147,N,3.65,579,124,0.98,KCR,161,80,1415,,102,121,1419,4284,77,N,1,101,648,704,3,137,,12,886,944,32,,N,84,2350181,W,KCR,AL,Kansas City Royals,Royals Stadium,KCR,KCA,KCA,KCA,1988
217,25,5431,473,437,98,32,46,117,58,34,126,Y,2.96,481,142,0.977,LAD,162,81,1291,,84,99,1346,4389,67,Y,1,97,544,628,1,131,,24,1029,947,49,,Y,94,2980262,W,LAD,NL,Los Angeles Dodgers,Dodger Stadium,LAD,LAN,LAN,LAN,1988
294,31,5510,453,528,103,18,63,52,18,180,155,N,3.93,625,83,0.986,MIN,162,81,1457,,146,151,1508,4293,71,N,1,102,672,759,2,107,,9,897,832,52,,N,91,3030672,W,MIN,AL,Minnesota Twins,Hubert H Humphrey Metrodome,MIN,MIN,MIN,MIN,1988
258,26,5488,437,439,101,30,55,72,43,22,146,N,3.45,555,120,0.981,MIL,162,81,1355,,125,113,1409,4347,75,N,1,100,616,682,3,159,,8,832,911,51,,N,87,1923238,E,MIL,AL,Milwaukee Brewers,County Stadium,MIL,ML4,MIL,MIL,1988
260,48,5573,476,454,104,18,89,43,18,186,145,N,3.08,507,142,0.978,WSN,163,81,1310,,122,107,1400,4446,81,N,1,104,592,628,3,189,,12,923,1053,43,,N,81,1478659,E,WSN,NL,Montreal Expos,Stade Olympique,MON,MON,MON,MON,1988
272,12,5592,487,588,99,16,39,67,28,0,161,N,4.26,689,134,0.978,NYY,161,80,1512,,157,148,1469,4368,76,N,1,100,748,772,5,146,,5,861,935,43,,N,85,2633701,E,NYY,AL,New York Yankees,Yankee Stadium II,NYY,NYA,NYA,NYA,1988
251,24,5408,404,544,95,31,51,0,74,255,127,Y,2.91,465,115,0.981,NYM,160,80,1253,,78,152,1387,4317,60,N,1,94,532,703,1,140,,22,1100,842,46,,N,100,3055445,E,NYM,NL,New York Mets,Shea Stadium,NYM,NYN,NYN,NYN,1988
251,22,5602,553,580,97,22,54,30,178,239,151,Y,3.44,569,105,0.983,OAK,162,81,1376,,116,156,1474,4467,58,Y,1,96,620,800,1,129,,9,983,926,64,,N,104,2287335,W,OAK,AL,Oakland Athletics,Oakland Coliseum,OAK,OAK,OAK,OAK,1988
246,31,5403,628,489,101,16,49,68,18,212,139,N,4.14,659,145,0.976,PHI,162,81,1447,,118,106,1294,4299,96,N,1,103,734,597,6,112,,6,859,981,36,,N,65,1990041,E,PHI,NL,Philadelphia Phillies,Veterans Stadium,PHI,PHI,PHI,PHI,1988
240,45,5379,469,553,98,12,60,39,184,252,128,N,3.47,555,124,0.98,PIT,160,81,1349,,108,110,1327,4320,75,N,1,98,616,651,2,119,,11,790,947,46,,N,85,1866713,E,PIT,NL,Pittsburgh Pirates,Three Rivers Stadium,PIT,PIT,PIT,PIT,1988
205,35,5366,439,494,99,30,50,97,44,4,147,N,3.28,528,116,0.981,SDP,161,81,1332,,112,94,1325,4347,78,N,1,99,583,594,3,123,,9,885,892,39,,N,83,1506896,W,SDP,NL,San Diego Padres,Jack Murphy Stadium,SDP,SDN,SDN,SDN,1988
271,27,5436,558,461,104,28,61,92,91,0,168,N,4.15,658,123,0.98,SEA,161,81,1385,,144,148,1397,4284,93,N,1,105,744,664,7,95,,11,981,787,28,,N,68,1022398,W,SEA,AL,Seattle Mariners,Kingdome,SEA,SEA,SEA,SEA,1988
227,44,5450,422,550,96,25,78,25,72,255,145,N,3.39,551,129,0.98,SFG,162,81,1323,,99,113,1353,4386,79,N,1,95,626,670,4,121,,13,875,1023,42,,N,83,1785297,W,SFG,NL,San Francisco Giants,Candlestick Park,SFG,SFN,SFN,SFN,1988
207,33,5518,486,484,101,17,64,65,17,205,131,N,3.47,567,121,0.981,STL,162,81,1387,,91,71,1373,4410,86,N,1,101,633,578,5,234,,14,881,827,42,,N,76,2892799,E,STL,NL,St. Louis Cardinals,Busch Stadium II,STL,SLN,SLN,SLN,1988
227,39,5479,654,542,102,41,57,115,44,0,145,N,4.05,647,129,0.979,TEX,161,81,1310,,129,112,1378,4314,91,N,1,103,735,637,6,130,,11,912,1022,31,,N,70,1581901,W,TEX,AL,Texas Rangers,Arlington Stadium,TEX,TEX,TEX,TEX,1988
271,47,5557,528,521,100,16,36,191,118,4,170,N,3.8,612,110,0.982,TOR,162,81,1404,,143,158,1491,4347,75,N,1,99,680,763,3,107,,17,904,935,47,,N,87,2595175,E,TOR,AL,Toronto Blue Jays,Exhibition Stadium,TOR,TOR,TOR,TOR,1988
201,22,5463,468,485,102,15,54,65,17,207,124,N,3.7,595,152,0.976,ATL,161,79,1370,,114,128,1281,4341,97,N,1,104,680,584,6,83,,8,966,996,33,,N,63,984930,W,ATL,NL,Atlanta Braves,Atlanta-Fulton County Stadium,ATL,ATL,ATL,ATL,1989
238,33,5440,486,593,96,16,55,1,70,223,163,N,4,644,87,0.986,BAL,162,81,1518,,134,129,1369,4344,75,N,1,97,686,708,2,118,,7,676,957,44,,N,87,2535208,E,BAL,AL,Baltimore Orioles,Memorial Stadium,BAL,BAL,BAL,BAL,1989
326,30,5666,548,643,107,14,35,48,12,198,162,N,4.01,651,127,0.98,BOS,162,81,1448,,131,108,1571,4380,79,N,1,106,735,774,3,56,,9,1054,755,42,,N,83,2510012,E,BOS,AL,Boston Red Sox,Fenway Park II,BOS,BOS,BOS,BOS,1989
208,37,5545,465,429,98,32,40,32,0,185,173,N,3.28,530,96,0.985,ANA,162,81,1384,,113,145,1422,4362,71,N,1,98,578,669,3,89,,20,897,1011,38,,N,91,2647291,W,ANA,AL,California Angels,Anaheim Stadium,CAL,CAL,CAL,CAL,1989
262,36,5504,539,464,97,9,52,0,0,0,176,N,4.23,668,151,0.975,CHW,161,80,1472,,144,94,1493,4266,92,N,1,98,750,693,7,97,,5,778,873,46,,N,69,1045651,W,CHW,AL,Chicago White Sox,Comiskey Park,CHW,CHA,CHA,CHA,1989
235,45,5513,532,472,108,18,57,134,51,12,130,Y,3.43,556,119,0.981,CHC,162,81,1369,,106,124,1438,4380,69,N,1,108,623,702,1,136,,10,918,921,55,,N,93,2491942,E,CHC,NL,Chicago Cubs,Wrigley Field,CHC,CHN,CHN,CHN,1989
243,28,5520,559,493,104,16,71,31,1,198,108,N,3.73,607,121,0.98,CIN,162,81,1404,,125,128,1362,4392,87,N,1,103,691,632,5,128,,9,981,1028,37,,N,75,1979320,W,CIN,NL,Cincinnati Reds,Riverfront Stadium,CIN,CIN,CIN,CIN,1989
221,26,5463,452,499,101,23,51,59,8,215,126,N,3.65,589,118,0.981,CLE,162,81,1423,,107,127,1340,4359,89,N,1,102,654,604,6,74,,13,844,934,38,,N,73,1285542,E,CLE,AL,Cleveland Indians,Cleveland Stadium,CLE,CLE,CLE,CLE,1989
198,24,5432,652,585,98,24,50,67,35,6,153,N,4.53,718,130,0.979,DET,162,81,1514,,150,116,1315,4281,103,N,1,99,816,617,7,103,,4,831,899,26,,N,59,1543656,E,DET,AL,Detroit Tigers,Tiger Stadium,DET,DET,DET,DET,1989
239,28,5516,551,530,97,19,62,42,73,214,121,N,3.64,598,140,0.977,HOU,162,82,1379,,105,97,1316,4437,76,N,1,97,669,647,3,144,,12,965,860,38,,N,86,1834908,W,HOU,NL,Houston Astros,Astrodome,HOU,HOU,HOU,HOU,1989
227,41,5475,455,554,100,27,51,116,44,0,139,N,3.55,572,111,0.982,KCR,162,81,1415,,86,101,1428,4353,70,N,1,100,635,690,2,154,,13,978,897,38,,N,92,2477700,W,KCR,AL,Kansas City Royals,Royals Stadium,KCR,KCA,KCA,KCA,1989
241,17,5465,504,507,99,25,54,117,58,34,153,N,2.95,480,118,0.981,LAD,160,81,1278,,95,89,1313,4389,83,N,1,98,536,554,4,81,,19,1052,885,36,,N,77,2944653,W,LAD,NL,Los Angeles Dodgers,Dodger Stadium,LAD,LAN,LAN,LAN,1989
278,35,5581,500,478,107,19,53,52,18,180,141,N,4.28,680,107,0.982,MIN,162,81,1495,,139,117,1542,4287,82,N,1,107,738,740,5,111,,8,851,743,38,,N,80,2277438,W,MIN,AL,Minnesota Twins,Hubert H Humphrey Metrodome,MIN,MIN,MIN,MIN,1989
235,32,5473,457,455,99,16,62,72,43,22,164,N,3.8,605,155,0.975,MIL,162,81,1463,,129,126,1415,4296,81,N,1,99,679,707,4,165,,8,812,791,45,,N,81,1970735,E,MIL,AL,Milwaukee Brewers,County Stadium,MIL,ML4,MIL,MIL,1989
267,30,5482,519,572,102,20,70,43,18,186,126,N,3.48,568,136,0.979,WSN,162,81,1344,,120,100,1353,4404,81,N,1,101,630,632,4,160,,13,1059,958,35,,N,81,1783533,E,WSN,NL,Montreal Expos,Stade Olympique,MON,MON,MON,MON,1989
229,23,5458,521,502,99,15,60,67,28,0,183,N,4.5,707,122,0.98,NYY,161,81,1550,,150,130,1470,4242,87,N,1,99,792,698,5,137,,9,787,831,44,,N,74,2170485,E,NYY,AL,New York Yankees,Yankee Stadium II,NYY,NYA,NYA,NYA,1989
280,21,5489,532,504,95,24,53,0,74,255,110,N,3.29,532,144,0.976,NYM,162,81,1260,,115,147,1351,4362,75,N,1,93,595,683,2,158,,12,1108,934,38,,N,87,2918710,E,NYM,NL,New York Mets,Shea Stadium,NYM,NYN,NYN,NYN,1989
220,25,5416,510,562,97,17,55,30,178,239,159,Y,3.09,497,129,0.979,OAK,162,81,1287,,103,127,1414,4344,63,Y,1,95,576,712,1,157,,20,930,855,57,,Y,99,2667225,W,OAK,AL,Oakland Athletics,Oakland Coliseum,OAK,OAK,OAK,OAK,1989
215,36,5447,613,558,99,10,50,68,18,212,136,N,4.04,643,133,0.979,PHI,163,81,1408,,127,123,1324,4299,95,N,1,101,735,629,6,106,,10,899,926,33,,N,67,1861985,E,PHI,NL,Philadelphia Phillies,Veterans Stadium,PHI,PHI,PHI,PHI,1989
263,53,5539,539,563,96,20,69,39,184,252,130,N,3.64,601,160,0.975,PIT,164,81,1394,,121,95,1334,4461,88,N,1,96,680,637,5,155,,9,827,914,40,,N,74,1374141,E,PIT,NL,Pittsburgh Pirates,Three Rivers Stadium,PIT,PIT,PIT,PIT,1989
215,32,5422,481,552,101,21,67,97,44,4,147,N,3.38,547,152,0.976,SDP,162,81,1359,,133,120,1360,4371,73,N,1,101,626,642,2,136,,11,933,1013,52,,N,89,2009031,W,SDP,NL,San Diego Padres,Jack Murphy Stadium,SDP,SDN,SDN,SDN,1989
237,29,5512,560,489,103,15,55,92,91,0,168,N,4,639,143,0.977,SEA,162,81,1422,,114,134,1417,4314,89,N,1,104,728,694,6,81,,10,897,838,44,,N,73,1298443,W,SEA,AL,Seattle Mariners,Kingdome,SEA,SEA,SEA,SEA,1989
241,52,5469,471,508,97,12,54,25,72,255,135,Y,3.3,534,113,0.982,SFG,162,81,1320,,120,141,1365,4371,70,Y,1,96,600,699,1,87,,16,802,1071,47,,N,92,2059701,W,SFG,NL,San Francisco Giants,Candlestick Park,SFG,SFN,SFN,SFN,1989
263,47,5492,482,507,103,18,54,65,17,205,134,N,3.36,545,111,0.983,STL,164,83,1330,,84,73,1418,4383,76,N,1,103,608,632,3,155,,18,844,848,43,,N,86,3080980,E,STL,NL,St. Louis Cardinals,Busch Stadium II,STL,SLN,SLN,SLN,1989
260,46,5458,654,503,102,26,49,115,44,0,137,N,3.91,623,136,0.978,TEX,162,81,1279,,119,122,1433,4302,79,N,1,102,714,695,4,101,,7,1112,989,44,,N,83,2043993,W,TEX,AL,Texas Rangers,Arlington Stadium,TEX,TEX,TEX,TEX,1989
265,40,5581,478,521,94,12,58,191,118,4,164,Y,3.58,584,126,0.98,TOR,162,81,1408,,99,142,1449,4401,73,N,1,94,651,731,1,144,,12,849,923,38,,N,89,3375883,E,TOR,AL,Toronto Blue Jays,Exhibition Stadium /Skydome,TOR,TOR,TOR,TOR,1989
263,26,5504,579,473,105,17,55,65,17,207,133,N,4.58,727,158,0.974,ATL,162,81,1527,,128,162,1376,4287,97,N,1,106,821,682,6,92,,8,938,1010,30,,N,65,980129,W,ATL,NL,Atlanta Braves,Atlanta-Fulton County Stadium,ATL,ATL,ATL,ATL,1990
234,22,5410,537,660,97,10,52,1,70,223,151,N,4.04,644,91,0.985,BAL,161,80,1445,,161,132,1328,4305,85,N,1,98,698,669,5,94,,5,776,962,43,,N,76,2415189,E,BAL,AL,Baltimore Orioles,Memorial Stadium,BAL,BAL,BAL,BAL,1990
298,31,5516,519,598,105,15,52,48,12,198,154,Y,3.72,596,123,0.98,BOS,162,81,1439,,92,106,1502,4326,74,N,1,105,664,699,1,53,,13,997,795,44,,N,88,2528986,E,BOS,AL,Boston Red Sox,Fenway Park II,BOS,BOS,BOS,BOS,1990
237,27,5570,544,566,97,21,43,32,0,185,186,N,3.79,612,140,0.977,ANA,162,81,1482,,106,147,1448,4362,82,N,1,97,706,690,4,69,,13,944,1000,42,,N,80,2555688,W,ANA,AL,California Angels,Anaheim Stadium,CAL,CAL,CAL,CAL,1990
251,44,5402,548,478,98,17,90,0,0,0,169,N,3.61,581,124,0.98,CHW,162,80,1313,,106,106,1393,4347,68,N,1,98,633,682,2,140,,10,914,903,68,,N,94,2002357,W,CHW,AL,Chicago White Sox,Comiskey Park,CHW,CHA,CHA,CHA,1990
240,36,5600,572,406,108,13,50,134,51,12,136,N,4.34,695,122,0.98,CHC,162,81,1510,,121,136,1474,4326,85,N,1,108,774,690,4,151,,7,877,869,42,,N,77,2243791,E,CHC,NL,Chicago Cubs,Wrigley Field,CHC,CHN,CHN,CHN,1990
284,40,5525,543,466,105,14,66,31,1,198,126,Y,3.39,548,102,0.983,CIN,162,81,1338,,124,125,1466,4368,71,Y,1,105,597,693,1,166,,12,1029,913,50,,Y,91,2400892,W,CIN,NL,Cincinnati Reds,Riverfront Stadium,CIN,CIN,CIN,CIN,1990
266,41,5485,518,458,100,12,52,59,8,215,146,N,4.26,675,117,0.981,CLE,162,81,1491,,163,110,1465,4281,85,N,1,100,737,732,4,107,,10,860,836,47,,N,77,1225240,E,CLE,AL,Cleveland Indians,Cleveland Stadium,CLE,CLE,CLE,CLE,1990
241,32,5479,661,634,101,15,57,67,35,6,178,N,4.39,698,131,0.979,DET,162,81,1401,,154,172,1418,4290,83,N,1,102,754,750,3,82,,12,856,952,45,,N,79,1495785,E,DET,AL,Detroit Tigers,Tiger Stadium,DET,DET,DET,DET,1990
209,32,5379,496,548,97,12,83,42,73,214,124,N,3.61,582,131,0.978,HOU,162,81,1396,,130,94,1301,4350,87,N,1,98,656,573,4,179,,6,854,997,37,,N,75,1310927,W,HOU,NL,Houston Astros,Astrodome,HOU,HOU,HOU,HOU,1990
316,44,5488,560,498,98,18,62,116,44,0,161,N,3.93,620,122,0.98,KCR,161,81,1449,,116,100,1465,4260,86,N,1,98,709,707,6,107,,8,1006,879,33,,N,75,2244956,W,KCR,AL,Kansas City Royals,Royals Stadium,KCR,KCA,KCA,KCA,1990
222,27,5491,478,538,98,29,65,117,58,34,123,N,3.72,596,130,0.979,LAD,162,81,1364,,137,129,1436,4326,76,N,1,97,685,728,2,141,,12,1021,952,29,,N,86,3002396,W,LAD,NL,Los Angeles Dodgers,Dodger Stadium,LAD,LAN,LAN,LAN,1990
281,39,5499,489,445,107,13,53,52,18,180,161,N,4.12,657,101,0.983,MIN,162,81,1509,,134,100,1458,4305,88,N,1,107,729,666,7,96,,13,872,749,43,,N,74,1751584,W,MIN,AL,Minnesota Twins,Hubert H Humphrey Metrodome,MIN,MIN,MIN,MIN,1990
247,36,5503,469,519,99,23,72,72,43,22,152,N,4.08,655,149,0.976,MIL,162,81,1558,,121,128,1408,4335,88,N,1,99,760,732,6,164,,13,771,821,42,,N,74,1752900,E,MIL,AL,Milwaukee Brewers,County Stadium,MIL,ML4,MIL,MIL,1990
227,43,5453,510,576,96,18,99,43,18,186,134,N,3.37,552,110,0.982,WSN,162,81,1349,,127,114,1363,4419,77,N,1,96,598,662,3,235,,11,991,1024,50,,N,85,1373087,E,WSN,NL,Montreal Expos,Stade Olympique,MON,MON,MON,MON,1990
208,19,5483,618,427,100,15,45,67,28,0,164,N,4.21,675,126,0.98,NYY,162,81,1430,,144,147,1322,4332,95,N,1,102,749,603,7,119,,6,909,1027,41,,N,67,2006436,E,NYY,AL,New York Yankees,Yankee Stadium II,NYY,NYA,NYA,NYA,1990
278,21,5504,444,536,100,18,33,0,74,255,107,N,3.42,547,132,0.978,NYM,162,81,1339,,119,172,1410,4320,71,N,1,99,613,775,2,110,,14,1217,851,41,,N,91,2732745,E,NYM,NL,New York Mets,Shea Stadium,NYM,NYN,NYN,NYN,1990
209,22,5433,494,651,96,18,54,30,178,239,152,Y,3.18,514,87,0.986,OAK,162,81,1287,,123,164,1379,4368,59,Y,1,95,570,733,1,141,,16,831,992,64,,N,103,2900217,W,OAK,AL,Oakland Athletics,Oakland Coliseum,OAK,OAK,OAK,OAK,1990
237,27,5535,651,582,99,18,35,68,18,212,150,N,4.07,655,117,0.981,PHI,162,81,1381,,124,103,1410,4347,85,N,1,100,729,646,4,108,,7,840,915,35,,N,77,1992484,E,PHI,NL,Philadelphia Phillies,Veterans Stadium,PHI,PHI,PHI,PHI,1990
288,42,5388,413,582,96,18,52,39,184,252,125,Y,3.4,547,134,0.979,PIT,162,81,1367,,135,138,1395,4341,67,N,1,95,619,733,1,137,,8,848,914,43,,N,95,2049908,E,PIT,NL,Pittsburgh Pirates,Three Rivers Stadium,PIT,PIT,PIT,PIT,1990
243,35,5554,507,509,101,21,59,97,44,4,141,N,3.68,597,141,0.977,SDP,162,81,1437,,147,123,1429,4383,87,N,1,101,673,673,4,138,,12,928,902,35,,N,75,1856396,W,SDP,NL,San Diego Padres,Jack Murphy Stadium,SDP,SDN,SDN,SDN,1990
251,26,5474,606,596,101,21,51,92,91,0,152,N,3.69,592,130,0.979,SEA,162,81,1319,,120,107,1419,4329,85,N,1,101,680,640,5,105,,7,1064,749,41,,N,77,1509727,W,SEA,AL,Seattle Mariners,Kingdome,SEA,SEA,SEA,SEA,1990
221,35,5573,553,488,96,14,56,25,72,255,148,N,4.08,656,107,0.983,SFG,162,81,1477,,131,152,1459,4338,77,N,1,96,710,719,3,109,,6,788,973,45,,N,85,1975528,W,SFG,NL,San Francisco Giants,Candlestick Park,SFG,SFN,SFN,SFN,1990
255,41,5462,475,517,100,8,74,65,17,205,114,N,3.87,620,129,0.979,STL,162,81,1432,,98,73,1398,4329,92,N,1,100,698,599,6,221,,13,833,844,39,,N,70,2573225,E,STL,NL,St. Louis Cardinals,Busch Stadium II,STL,SLN,SLN,SLN,1990
257,27,5469,623,575,100,25,48,115,44,0,161,N,3.83,615,133,0.979,TEX,162,82,1343,,113,110,1416,4332,79,N,1,101,696,676,3,115,,9,997,1054,36,,N,83,2057911,W,TEX,AL,Texas Rangers,Arlington Stadium,TEX,TEX,TEX,TEX,1990
263,50,5589,445,526,106,6,52,191,118,4,144,N,3.84,620,86,0.986,TOR,162,81,1434,,143,167,1479,4362,76,N,1,105,661,767,2,111,,9,892,970,48,,N,86,3885284,E,TOR,AL,Toronto Blue Jays,Skydome,TOR,TOR,TOR,TOR,1990
255,30,5456,481,563,106,18,76,65,17,207,122,Y,3.49,563,138,0.978,ATL,162,81,1304,,118,141,1407,4356,68,Y,1,106,644,749,1,165,,7,969,906,48,,N,94,2140217,W,ATL,NL,Atlanta Braves,Atlanta-Fulton County Stadium,ATL,ATL,ATL,ATL,1991
256,29,5604,504,528,96,8,33,1,70,223,172,N,4.59,743,89,0.986,BAL,162,81,1534,,147,170,1421,4371,95,N,1,97,796,686,6,50,,8,868,974,42,,N,67,2552753,E,BAL,AL,Baltimore Orioles,Memorial Stadium,BAL,BAL,BAL,BAL,1991
305,25,5530,530,593,105,15,39,48,12,198,165,N,4.01,641,116,0.981,BOS,162,81,1405,,147,126,1486,4317,78,N,1,105,712,731,2,59,,13,999,820,45,,N,84,2562435,E,BOS,AL,Boston Red Sox,Fenway Park II,BOS,BOS,BOS,BOS,1991
245,29,5470,543,448,99,18,56,32,0,185,156,N,3.69,591,102,0.984,ANA,162,81,1351,,141,115,1396,4323,81,N,1,100,649,653,7,94,,10,990,928,50,,N,81,2416236,W,ANA,AL,California Angels,Anaheim Stadium,CAL,CAL,CAL,CAL,1991
226,39,5594,601,610,98,28,74,0,0,0,151,N,3.79,622,116,0.982,CHW,162,81,1302,,154,139,1464,4434,75,N,1,97,681,758,2,134,,8,923,896,40,,N,87,2934154,W,CHW,AL,Chicago White Sox,Comiskey Park II,CHW,CHA,CHA,CHA,1991
232,26,5522,542,442,104,12,64,134,51,12,120,N,4.03,652,113,0.982,CHC,160,83,1415,,117,159,1395,4368,83,N,1,105,734,695,4,123,,4,927,879,40,,N,77,2314250,E,CHC,NL,Chicago Cubs,Wrigley Field,CHC,CHN,CHN,CHN,1991
250,27,5501,560,488,104,7,56,31,1,198,131,N,3.83,613,125,0.979,CIN,162,81,1372,,127,164,1419,4320,88,N,1,104,691,689,5,124,,11,997,1006,43,,N,74,2372377,W,CIN,NL,Cincinnati Reds,Riverfront Stadium,CIN,CIN,CIN,CIN,1991
236,26,5470,441,449,101,22,58,59,8,215,150,N,4.23,677,142,0.976,CLE,162,82,1551,,110,79,1390,4323,105,N,1,102,759,576,7,84,,8,862,888,33,,N,57,1051863,E,CLE,AL,Cleveland Indians,Cleveland Stadium,CLE,CLE,CLE,CLE,1991
259,26,5547,593,699,102,18,47,67,35,6,171,N,4.51,727,104,0.983,DET,162,81,1570,,148,209,1372,4350,78,N,1,102,794,817,2,109,,8,739,1185,38,,N,84,1641661,E,DET,AL,Detroit Tigers,Tiger Stadium,DET,DET,DET,DET,1991
240,43,5504,651,502,93,7,68,42,73,214,129,N,4,646,161,0.974,HOU,162,81,1347,,129,79,1345,4359,97,N,1,94,717,605,6,125,,13,1033,1027,36,,N,65,1196152,W,HOU,NL,Houston Astros,Astrodome,HOU,HOU,HOU,HOU,1991
290,41,5584,529,523,100,17,68,116,44,0,141,N,3.92,639,125,0.98,KCR,162,81,1473,,105,117,1475,4398,80,N,1,101,722,727,6,119,,12,1004,969,41,,N,82,2161537,W,KCR,AL,Kansas City Royals,Royals Stadium,KCR,KCA,KCA,KCA,1991
191,29,5408,500,583,98,15,68,117,58,34,126,N,3.06,496,123,0.98,LAD,162,81,1312,,96,108,1366,4374,69,N,1,97,565,665,2,126,,14,1028,957,40,,N,93,3348170,W,LAD,NL,Los Angeles Dodgers,Dodger Stadium,LAD,LAN,LAN,LAN,1991
270,42,5556,488,526,105,21,68,52,18,180,161,Y,3.69,594,94,0.985,MIN,162,81,1402,,139,140,1557,4347,67,Y,1,104,652,776,1,107,,12,876,747,53,,Y,95,2293842,W,MIN,AL,Minnesota Twins,Hubert H Humphrey Metrodome,MIN,MIN,MIN,MIN,1991
247,53,5611,527,556,98,23,68,72,43,22,176,N,4.14,673,118,0.981,MIL,162,80,1498,,147,116,1523,4389,79,N,1,98,744,799,4,106,,11,859,802,41,,N,83,1478729,E,MIL,AL,Milwaukee Brewers,County Stadium,MIL,ML4,MIL,MIL,1991
236,42,5412,584,484,99,12,100,43,18,186,128,N,3.64,582,131,0.979,WSN,161,68,1304,,111,95,1329,4320,90,N,1,99,655,579,6,221,,14,909,1056,39,,N,71,934742,E,WSN,NL,Montreal Expos,Stade Olympique,MON,MON,MON,MON,1991
249,19,5541,506,473,100,3,36,67,28,0,181,N,4.42,709,133,0.979,NYY,162,81,1510,,152,147,1418,4332,91,N,1,101,777,674,5,109,,11,936,861,37,,N,71,1863733,E,NYY,AL,New York Yankees,Yankee Stadium II,NYY,NYA,NYA,NYA,1991
250,24,5359,410,578,99,12,70,0,74,255,112,N,3.56,568,143,0.977,NYM,161,82,1403,,108,117,1305,4311,84,N,1,99,646,640,5,153,,11,1028,789,39,,N,77,2284484,E,NYM,NL,New York Mets,Shea Stadium,NYM,NYN,NYN,NYN,1991
246,19,5410,655,642,94,14,64,30,178,239,150,N,4.57,733,107,0.982,OAK,162,81,1425,,155,159,1342,4332,78,N,1,93,776,760,4,151,,10,892,981,49,,N,84,2713493,W,OAK,AL,Oakland Athletics,Oakland Coliseum,OAK,OAK,OAK,OAK,1991
248,33,5521,670,490,99,16,30,68,18,212,111,N,3.86,627,116,0.981,PHI,162,83,1346,,111,111,1332,4389,84,N,1,99,680,629,3,92,,11,988,1026,35,,N,78,2050012,E,PHI,NL,Philadelphia Phillies,Veterans Stadium,PHI,PHI,PHI,PHI,1991
259,50,5449,401,620,99,18,46,39,184,252,134,Y,3.44,557,120,0.981,PIT,162,84,1411,,117,126,1433,4368,64,N,1,98,632,768,1,124,,11,919,901,51,,N,98,2065302,E,PIT,NL,Pittsburgh Pirates,Three Rivers Stadium,PIT,PIT,PIT,PIT,1991
204,36,5408,457,501,103,14,64,97,44,4,130,N,3.57,576,113,0.982,SDP,162,81,1385,,139,121,1321,4356,78,N,1,103,646,636,3,101,,11,921,1069,47,,N,84,1804289,W,SDP,NL,San Diego Padres,Jack Murphy Stadium,SDP,SDN,SDN,SDN,1991
268,29,5494,628,588,100,10,44,92,91,0,187,N,3.79,617,110,0.983,SEA,162,81,1387,,136,126,1400,4392,79,N,1,100,674,702,5,97,,13,1003,811,48,,N,83,2147905,W,SEA,AL,Seattle Mariners,Kingdome,SEA,SEA,SEA,SEA,1991
215,48,5463,544,471,96,10,57,25,72,255,151,N,4.03,646,108,0.982,SFG,162,81,1397,,143,141,1345,4326,87,N,1,97,697,649,4,95,,10,905,973,45,,N,75,1737478,W,SFG,NL,San Francisco Giants,Candlestick Park,SFG,SFN,SFN,SFN,1991
239,53,5362,454,532,100,9,110,65,17,205,133,N,3.69,588,105,0.983,STL,162,84,1367,,114,68,1366,4305,78,N,1,100,648,651,2,202,,5,822,857,51,,N,84,2448699,E,STL,NL,St. Louis Cardinals,Busch Stadium II,STL,SLN,SLN,SLN,1991
288,31,5703,662,596,98,9,50,115,44,0,138,N,4.47,735,134,0.979,TEX,162,81,1486,,151,177,1539,4437,77,N,1,99,814,829,3,102,,10,1022,1039,41,,N,85,2297720,W,TEX,AL,Texas Rangers,Arlington Stadium,TEX,TEX,TEX,TEX,1991
295,45,5489,523,499,104,10,53,191,118,4,115,Y,3.5,569,127,0.98,TOR,162,81,1301,,121,133,1412,4386,71,N,1,103,622,684,1,148,,16,971,1043,60,,N,91,4001527,E,TOR,AL,Toronto Blue Jays,Skydome,TOR,TOR,TOR,TOR,1991
223,48,5480,489,493,107,26,60,65,17,207,121,Y,3.14,509,109,0.982,ATL,162,81,1321,,89,138,1391,4380,64,Y,1,105,569,682,1,126,,24,948,924,41,,N,98,3077400,W,ATL,NL,Atlanta Braves,Atlanta-Fulton County Stadium,ATL,ATL,ATL,ATL,1992
243,36,5485,518,647,102,20,48,1,70,223,168,N,3.79,617,93,0.985,BAL,162,81,1419,,124,148,1423,4392,73,N,1,101,656,705,3,89,,16,846,827,48,,N,89,3567819,E,BAL,AL,Baltimore Orioles,Oriole Park at Camden Yards,BAL,BAL,BAL,BAL,1992
